id,groupid,size
¿Hasta qué punto tiene confianza en el Consejo Nacional Electoral?,1,1
¿Hasta qué punto tiene confianza en las Fuerza Armadas?,1,1
¿Hasta qué punto tiene confianza en el Congreso Nacional?,1,1
¿Hasta qué punto tiene confianza en el Gobierno Nacional?,1,1
¿Hasta qué punto tiene confianza en la Fiscalía General de la Nación?,1,1
¿Hasta qué punto tiene confianza en la Procuraduría General de nación?,1,1
¿Hasta qué punto tiene confianza en la Defensoría del Pueblo?,1,1
¿Hasta qué punto tiene confianza en la Policía?,1,1
¿Hasta qué punto tiene confianza en la Contraloría?,1,1
¿Hasta qué punto tiene respeto por las instituciones políticas de Colombia?,1,1
¿Hasta qué punto tiene confianza en la Iglesia Católica?,1,1
¿Hasta que punto tiene confianza en la Iglesia Protestante?,1,1
¿Hasta que punto tiene confianza en las Iglesias Cristianas Evangélicas?,1,1
¿Hasta qué punto tiene confianza en los partidos políticos?,1,1
¿Hasta qué punto tiene confianza usted en el presidente?,1,1
¿Hasta que punto tiene confianza en los sindicatos?,1,1
¿Hasta qué punto cree que los derechos básicos del ciudadano están bien protegidos?,1,1
¿Hasta qué punto tiene usted confianza en la Corte Suprema de Justicia,1,1
¿Hasta qué punto tiene usted confianza en su alcaldía?,1,1
¿Hasta qué punto tiene usted confianza en la Gobernación de su departamento?,1,1
¿Hasta qué punto tiene usted confianza en los medios de comunicación?,1,1
¿Hasta qué punto cree que las Fuerzas Armadas colombianas respetan los derechos humanos de los colombianos hoy en día?,1,1
¿Hasta qué punto cree que la Policía Nacional respeta los derechos humanos de los colombianos hoy en día?,1,1
¿Hasta qué punto se siente usted orgulloso de vivir bajo el sistema político colombiano?,1,1
¿Hasta qué punto tiene usted orgullo de ser colombiano?,1,1
¿Hasta que punto tiene usted confianza en las elecciones?,1,1
¿Hasta qué punto tiene usted confianza en las elecciones en este país?,1,1
¿Hasta qué punto cree usted que los tratados de libre comercio ayudarán a mejorar la economía?,1,1
¿Hasta qué punto cree usted que los tratados de libre comercio con otros países de América Latina ayudarán a mejorar la economía de Colombia?,1,1
¿Y con Europa?,1,1
¿Con Estados Unidos?,1,1
¿Con China?,1,1
¿Hasta qué punto tiene usted confianza en la Corte Constitucional?,1,1
¿Hasta qué punto piensa usted que se debe apoyar al sistema político colombiano?,1,1
Todas las personas deberían tener acceso a los servicios básicos de salud.,1,1
¿Colombia debería fortalecer la lucha contra la corrupción?,1,1
(1) La alcaldía de este municipio debería invertir más recursos en educación. (2,1,1
(2) El gobierno colombiano debería firmar un tratado de libre comercio con Corea,1,1
¿Con qué firmeza aprueba o desaprueba un programa. liderado por el presidente Santos. que de dinero a las familias pobres a cambio de mantener a sus hijos en la escuela?,1,1
Los colegios públicos de este municipio deberían invertir más dinero para la enseñanza del idioma inglés.,1,1
¿Usted o alguien en su casa recibe ayuda mensual en dinero o en productos por parte del gobierno. como por ejemplo del programa Familias en Acción?,1,1
Ahora. hablando específicamente sobre el Programa Familias en Acción. ¿usted o alguien en su casa es beneficiario de ese programa?,1,1
¿Usted o alguien en su casa recibe ayuda mensual en dinero o en productos por parte del gobierno?,1,1
Algunas personas dicen que la gente que recibe ayuda de los programas sociales del gobierno es floja. ¿Hasta qué punto usted está de acuerdo o en desacuerdo?,1,1
Algunas personas creen que las BACRIM deberían ganar más influencia política ¿Us,1,1
Algunas personas creen que las BACRIM deberían ganar más influencia política ¿Usted apoya esta idea? ¿Qué tanto apoya esta idea? [Leer opciones],1,1
Algunas personas creen que las fuerzas militares colombianas deberían tener mayo,1,1
Algunas personas creen que las fuerzas militares colombianas deberían tener mayor libertad para combatir la guerrilla de la manera que ellas lo consideren adecuado ¿Qué tanto apoya esta idea? [Leer opciones],1,1
¿En los últimos 4 años algún candidato o alguien de un partido político le ofreció algo. como un favor. comida o alguna otra cosa o beneficio a cambio de que usted votara o apoyara a ese candidato o partido?,1,1
Y pensando en la última vez que esto pasó. ¿lo que le ofrecieron le hizo estar más inclinado o menos inclinado a votar por el candidato o partido que le ofreció ese bien?,1,1
Cuando hace las compras en la tienda de su barrio/vereda. ¿y aunque usted no lo pida. le dan recibo?,1,1
Suponga que a alguien de este barrio le roban un aparato de televisión de su casa y que un vecino presencia el robo. ¿Cree que su vecino hará la denuncia a la policía?,1,1
Y pensando en lo que ha pasado en su barrio/vereda en el último año ¿Usted ha sabido de alguien que haya buscado hacer justicia por mano propia?,1,1
En su opinión ¿Su municipio consulta a los ciudadanos antes de tomar una decisión?,1,1
En su opinión ¿Su municipio hace públicos sus planes y decisiones?,1,1
En su opinión ¿Su municipio comparte la información abiertamente y a tiempo?,1,1
En su opinión ¿Su departamento consulta a los ciudadanos antes de tomar una decisión?,1,1
En su opinión ¿Su departamento hace públicos sus planes y decisiones?,1,1
En su opinión ¿Su departamento comparte la información abiertamente y a tiempo?,1,1
En su opinión ¿El gobierno nacional consulta a los ciudadanos antes de tomar una  decisión?,1,1
En su opinión ¿El gobierno nacional hace públicos sus planes y decisiones?,1,1
En su opinión ¿El gobierno nacional comparte la información abiertamente y a tiempo?,1,1
Los cultivos de coca y amapola son perjudiciales para su region. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
¿Cuál es el tamaño de sus tierras?,1,1
¿Cuál es el tamaño de la finca donde trabaja?,1,1
Medida utilizada en [coladam10],1,1
¿Alguna vez alguien lo ha presionado para cultivar coca o amapola?,1,1
¿Alguna vez ha cultivado coca o amapola?,1,1
¿Ha participado en algún proyecto de desarrollo alternativo o de promoción de cultivos alternativos?,1,1
¿Alguna vez ha sustituido cultivos de coca o amapola por cultivos lícitos?,1,1
¿Ha vuelto a cultivar coca o amapola?,1,1
¿Ha pensado en volver a cultivar coca o amapola?,1,1
¿Usted considera que la gente cultiva coca o amapola principalmente por motivos,1,1
¿Usted cree que la razón principal para la reducción de cultivos de coca en el p,1,1
¿Usted es el propietario de alguna finca?,1,1
¿Tiene producción animal en su finca?,1,1
¿Tiene cultivos de pancoger?,1,1
¿En dónde comercializa la mayoría de sus productos?,1,1
¿Ha recibido algún apoyo del gobierno para el desarrollo de su producción agrícola?,1,1
¿Cuál cree usted que es el mayor obstáculo para la comercialización de sus productos?,1,1
¿las comunidades afrocolombianas están ayudando a que nuestro país sea más desarrollado?,1,1
La sustitución de “cultivos ilícitos” es la mejor manera de acabar con el narcotráfico en Colombia. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
Los tratados de libre comercio (TLC) son muy positivos para la economía colombiana ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
¿Las grandes fincas improductivas deben ser expropiadas y entregadas a pequeños productores?,1,1
¿Las compañías extranjeras deben tener la posibilidad de comprar tierras en Colombia?,1,1
Ahora voy a mencionarle algunos grupos y le voy a pedir que me indique cuál de ellos garantiza la seguridad en el lugar donde vive [Leer alternativas. Marcar sólo una respuesta] (1) Vecinos de su barrio o comunidad (2) Pandillas (3) Policía o militares (4) Crimen organizado y narcotraficantes (5) Personas pertenecientes a su familia (6) Delincuentes comunes (7) Guerrilla (8) Las BACRIM (9) Seguridad privada (celadores) (10) [NO LEER] Otros (11) [NO LEER] Ninguno (888888) No sabe [NO LEER] (988888) No responde [NO LEER],1,1
¿Y cuál de los siguientes grupos garantizaba la seguridad hace doce meses en el lugar donde usted vive? [Leer alternativas. Marcar sólo una respuesta] (1) Vecinos de su barrio o comunidad (2) Pandillas (3) Policía o militares (4) Crimen organizado y narcotraficantes (5) Personas pertenecientes a su familia (6) Delincuentes comunes (7) Guerrilla (8) Las BACRIM (9) Seguridad privada o celadores (10) [NO LEER] Otros (11) [NO LEER] Ninguno (888888) No sabe [NO LEER] (988888) No responde [NO LEER],1,1
¿Hasta qué punto tiene usted confianza en el concejo de su municipio?,1,1
Usted diría que las decisiones de las autoridades Judiciales son:,1,1
¿Hasta qué punto tiene confianza en el Alto Comisionado para la Paz?,1,1
¿Cómo considera usted el acceso a los servicios de justicia en las Comisarías de familia,1,1
¿Cómo considera usted el acceso a los servicios de justicia en la Fiscalía?,1,1
¿Cómo considera usted el acceso a los servicios de justicia en las Inspecciones de Policía,1,1
¿Cómo considera usted el acceso a los servicios de justicia en los Consultorios Jurídicos,1,1
¿Cómo considera usted el acceso a los servicios de justicia en la Defensoría del Pueblo,1,1
¿Cómo considera usted el acceso a los servicios de justicia en los Juzgados?,1,1
¿Cómo considera usted el acceso a los servicios de justicia en la casa de justicia,1,1
Cuando usted enfrenta un conflicto legal. civil. interpersonal. etc.. usted:,1,1
¿Usted ha participado en alguna conciliación?,1,1
¿Qué tan satisfecho quedó usted con la forma en que se llevó a cabo el proceso de conciliación?,1,1
¿Cree usted que el hecho de que las audiencias en los proceso penales sean públicas dentro de un tribunal abierto al público contribuye a disminuir la impunidad?,1,1
Cuando usted oye el término Defensa Pública ¿Usted cree que es:,1,1
¿Sabía usted que en caso de no tener dinero para pagar un abogado en un proceso penal. usted tiene el derecho a un abogado pagado por el Estado para su defensa?,1,1
¿Hasta qué punto tiene usted confianza en la FARC?,1,1
¿Hasta que punto tiene confianza en el ELN?,1,1
¿Hasta que punto tiene confianza en las autodefensas?,1,1
¿Hasta qué punto tiene usted confianza en las BACRIM?,1,1
 ¿Hasta qué punto tiene confianza usted en la Marcha Patriótica?,1,1
¿Hasta qué punto tiene confianza en su Junta de Acción Comunal?,1,1
¿Los campesinos están ayudando a que nuestro país sea más desarrollado?,1,1
Los miembros rasos de las FARC (no comandantes) que se desmovilicen no deben ser castigados por la justicia colombiana. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
El gobierno colombiano debe entregar ayudas económicas a los miembros rasos de las FARC (no comandantes) que decidan desmovilizarse ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
¿El gobierno colombiano debe entregar tierras a los miembros rasos de las FARC (no comandantes) que decidan desmovilizarse?,1,1
El gobierno colombiano debe garantizar que los miembros de las FARC que se desmovilicen puedan participar en política. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
El gobierno colombiano debe entregar algunos espacios de representación política (por ejemplo una curul en el Congreso) a algunos miembros de las FARC una vez se desmovilicen. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
Los miembros rasos de las FARC (no comandantes) que ayuden a la identificación y eliminación de las minas antipersona no deben ser jzugados por la justicia colombiana. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
Los miembros rasos de las FARC (no comandantes) que confiesen sus crímenes deben recibir una redución en sus condenas. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
¿Alguna vez ha participado en un Consejo Comunitario organizado en su municipio?,1,1
Cuándo usted tiene un conflicto con un vecino. el cual no puede resolver amigablemente. ¿a quién busca usted para que le ayude a resolverlo?,1,1
¿La constitución expresa los valores y las aspiraciones de los colombianos?,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación a algún concejal de su municipio?,1,1
¿Reuniones de grupos de mujeres?,1,1
¿Ha participado usted. alguna vez. en algún comité de control ciudadano o de veeduría?,1,1
¿Considera que la información sobre la administración municipal fue...?,1,1
¿Usted considera que su Municipio rinde cuentas sobre el manejo de los recursos?,1,1
¿Usted considera que su Departamento rinde cuentas sobre el manejo de los recursos?,1,1
¿Usted considera que el Gobierno Nacional rinde cuentas sobre el manejo de los recursos?,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación a algún conciliador o juez?,1,1
¿Reuniones de organizaciones estudiantiles? Asiste...,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación a la policía,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación en alguna casa de justicia,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación al ICBF,1,1
¿Para resolver sus problemas. alguna vez ha pedido Ud. Ayuda o cooperación a algún profesor,1,1
¿Asiste a reuniones de la Junta de Acción Comunal?,1,1
¿Asiste a reuniones de organizaciones o grupos que promueven la paz?,1,1
¿Asiste a reuniones de organizaciones o grupos medioambientales?,1,1
Un policía de tránsito detiene a un conductor por hacer un cruce indebido. y éste le ofrece 50.000 pesos al policía para que no le ponga el parte y lo deje ir.,1,1
El policía recibe los 50.000 pesos y deja ir al conductor sin ponerle el parte.,1,1
¿Y lo que hizo la empresa que pagó los diez mil dólares?¿Considera usted que es…,1,1
Pensando en un lugar donde la mayoría de personas que lo rodean son excombatientes desmovilizados de grupos armados ilegales? Usted se sentiría: Tranquilo,1,1
Pensando en un lugar donde la mayoría de personas que lo rodean son excombatientes desmovilizados de grupos armados ilegales? Usted se sentiría: Nervioso(a) o ansioso(a),1,1
Pensando en un lugar donde la mayoría de personas que lo rodean son excombatientes desmovilizados de grupos armados ilegales? Usted se sentiría: en peligro o inseguro(a),1,1
Pensando en un lugar donde la mayoría de personas que lo rodean son excombatientes desmovilizados de grupos armados ilegales? Usted se sentiría: Seguro(a),1,1
¿Hasta qué punto usted cree que los excombatientes desmovilizados de grupos armados ilegales son amigables?,1,1
¿Hasta qué punto usted cree que los excombatientes desmovilizados de grupos armados ilegales son violentos?,1,1
¿Hasta qué punto usted cree que los excombatientes desmovilizados de grupos armados ilegales son perezosos?,1,1
¿Hasta qué punto usted cree que los excombatientes desmovilizados de grupos armados ilegales son trabajadores?,1,1
¿Hasta qué punto usted cree que los excombatientes desmovilizados de grupos armados ilegales son peligrosos?,1,1
¿Hasta qué punto usted está de acuerdo con que al compartir el mismo espacio con los excombatientes desmovilizados e interactuar con ellos se corromperían los valores sociales?,1,1
¿Hasta qué punto usted está de acuerdo con que al compartir el mismo espacio con los excombatientes desmovilizados e interactuar con ellos se reducirían las oportunidades laborales?,1,1
¿Hasta qué punto usted está de acuerdo con que al compartir el mismo espacio con los excombatientes desmovilizados e interactuar con ellos se aumentarían las tasas de criminalidad?,1,1
¿Hasta qué punto usted está de acuerdo con que al compartir el mismo espacio con los excombatientes desmovilizados e interactuar con ellos se afectaría negativamente el desarrollo económico?,1,1
¿Hasta qué punto usted está de acuerdo con que al compartir el mismo espacio con los excombatientes desmovilizados e interactuar con ellos se construiría una sociedad más incluyente?,1,1
¿Qué tan eficiente ha sido el Estado Colombiano en prevenir las violaciones masivas a los Derechos Humanos (Masacres y Desplazamiento Forzado)?,1,1
En caso de tener conocimiento o ser objeto de una violación a los derechos humanos. usted acudiría a las siguientes instituciones para denunciar el hecho?,1,1
¿Por qué eligió "ninguna de las anteriores?,1,1
¿Usted cree que la política de Seguridad Ciudadana del presidente Álvaro Uribe ha incrementado o disminuido las violaciones a los Derechos Humanos?,1,1
Por su orientación sexual?,1,1
Por alguna condición o situación de discapacidad?,1,1
Pensando en los últimos cinco años. ¿alguna vez se ha sentido discriminado o ha sido tratado mal o de manera injusta: Por sus creencias religiosas?,1,1
Pensando en los últimos cinco años. ¿alguna vez se ha sentido discriminado o ha sido tratado mal o de manera injusta: Por sus opiniones políticas?,1,1
Desmovilizados de los grupos armados ¿No los quisiera tener de vecinos?,1,1
Desplazados por el conflicto armado. ¿No los quisiera tener de vecinos?,1,1
Personas transgénero. ¿No los quisiera tener de vecinos?,1,1
Personas con esquizofrenia. ¿No los quisiera tener de vecinos?,1,1
El esposo descuida sus responsabilidades con el hogar. ¿Usted aprobaría que la esposa golpee a su esposo, o usted no lo aprobaría pero lo entendería, o usted ni lo aprobaría ni lo entendería?,1,1
El esposo es infiel. ¿Usted aprobaría que la esposa golpee a su esposo, o usted no lo aprobaría pero lo entendería, o usted ni lo aprobaría ni lo entendería?,1,1
Ahora suponga que la esposa descuida su apariencia física. ¿Usted aprobaría que el esposo amenace con abandonar a su esposa, o usted no lo aprobaría pero lo entendería, o usted ni lo aprobaría ni lo entendería?,1,1
Ahora suponga que el esposo descuida su apariencia física. ¿Usted aprobaría que la esposa amenace con abandonar a su esposo, o usted no lo aprobaría pero lo entendería, o usted ni lo aprobaría ni lo entendería?,1,1
Si una mujer desea visitar su familia o sus amigos, ella necesita permiso de su esposo. ¿Hasta qué punto está usted de acuerdo o en desacuerdo con esta afirmación?,1,1
La principal razón por la que las mujeres se preocupan por su apariencia física es porque quieren atraer la atención de los hombres. ¿Hasta qué punto está usted de acuerdo o en desacuerdo con esta afirmación?,1,1
Una mujer solo puede sentirse realizada cuando es madre. ¿Hasta qué punto está usted de acuerdo o en desacuerdo con esta afirmación?,1,1
Que las personas participen en un sindicato. ¿Hasta qué punto aprueba o desaprueba,1,1
¿Usted diría que hoy las oportunidades de trabajo en su comunidad son mejores, iguales, peores, no sabe?,1,1
Que formen un partido político. ¿Hasta qué punto aprueba o desaprueba?,1,1
Si en las próximas elecciones locales de Congreso, es decir las de 2018, un desmovilizado de las FARC se presenta como candidato al Congreso de la República la alcaldía de su municipio, ¿qué haría usted?  ,1,1
Que presenten candidatos a las elecciones locales de 2015 (alcaldías y concejos municipales). ¿Hasta qué punto aprueba o desaprueba?,1,1
Que presenten candidatos a las elecciones. ¿Hasta qué punto aprueba o desaprueba?,1,1
¿Que los desmovilizados de las FARC presenten candidatos al Congreso en las elecciones de 2014?,1,1
Que presenten un candidato a las elecciones presidenciales de 2014. ¿Hasta qué punto aprueba o desaprueba?,1,1
Si en las próximas elecciones locales, es decir las de 2015, un desmovilizado de las FARC se presenta como candidato a la alcaldía de su municipio,  ¿qué haría usted?  [Leer opciones],1,1
Y si ese candidato a las elecciones locales fuera una mujer desmovilizada de las FARC, ¿qué haría usted?,1,1
Si en las próximas elecciones locales, es decir las de 2015, un desmovilizado de las FARC gana la alcaldía de su municipio, ¿qué haría usted?,1,1
Si en las próximas elecciones presidenciales, es decir las de 2014, un desmovilizado de las FARC se presenta como candidato a la presidencia de Colombia, ¿qué haría usted?,1,1
Estrato Socioeconómico,1,1
¿Considera que su madre es o era una persona blanca, mestiza, indígena, negra o mulata?,1,1
Teniendo en cuenta su experiencia ¿la corrupción de los funcionarios departamentamentales está…?,1,1
Teniendo en cuenta su experiencia ¿la corrupción de los jueces está...?,1,1
Teniendo en cuenta su experiencia ¿la corrupción de los funcionarios municipales está…?,1,1
Teniendo en cuenta su experiencia ¿la corrupción de los funcionarios de la personería municipal está…?,1,1
¿Está usted inscrito en el programa "Familias en Acción"?,1,1
¿Cuál es la pena máxima en años para un excombatiente desmovilizado de las FARC que se acoja a la Justicia Especial de Paz? ,1,1
Los ingresos de las personas deberían hacerse más iguales,1,1
Es necesario aumentar los impuestos para mejorar los planes sociales del gobiern,1,1
Debería incrementarse la propiedad estatal de las empresas,1,1
¿El estado debería ocuparse de que todas las personas tengan sus necesidades básicas?,1,1
¿Hasta qué punto aprueba o desaprueba el aborto?,1,1
[Hasta qué punto aprueba o desaprueba] La Homosexualidad,1,1
¿Hasta qué punto aprueba o desaprueba la eutanasia?,1,1
[Hasta qué punto aprueba o desaprueba] El Divorcio,1,1
[Hasta qué punto aprueba o desaprueba] El Matrimonio entre personas del mismo sexo,1,1
[Hasta qué punto aprueba o desaprueba] Fumar Marihuana,1,1
[Hasta qué punto aprueba o desaprueba] El Sexo antes del matrimonio,1,1
[Hasta qué punto aprueba o desaprueba] Uso de métodos anticonceptivos,1,1
¿Los grupos indígenas están ayudando a que nuestro país sea más desarrollado?,1,1
¿Se justificaría que los militares tomen el poder por un golpe de estado frente a un agravamiento del conflicto armado?,1,1
Frente a una seria amenaza terrorista,1,1
Los miembros de grupos guerrilleros (FARC) que confiesen sus crímenes no deben ser castigados. ¿Hasta qué punto está de acuerdo o en desacuerdo?,1,1
¿Cree usted que el municipio responde a lo que quiere el pueblo?,1,1
¿Considera usted que el municipio permite la participación ciudadana en la gestión municipal?,1,1
¿sabe usted que es la ley de tierras?,1,1
¿hasta qué punto cree que la ley de tierras del gobierno mejorará las condiciones de vida de los colombianos?,1,1
¿hasta qué punto cree que la ley de tierras contribuirá a que las víctimas de la,1,1
¿hasta qué punto cree que la ley de tierras contribuirá a mejorar las condicione,1,1
¿Hace parte usted del registro nacional de víctimas del conflicto armado?,1,1
¿Ha recibido algún tipo de reparación por parte del Gobierno Nacional?,1,1
¿ha recibido reparación en dinero?,1,1
¿Le han adjudicado tierras como forma de reparación?,1,1
¿ha recibido reparación de alguna otra forma?,1,1
¿Usted ha consumido o tomado marihuana?,1,1
¿Sabe usted qué es el movimiento Marcha Patriótica?,1,1
¿Sabe Usted si en su municipio o en su comunidad el movimiento Marcha Patriótica,1,1
¿Conoce a alguien que haya asistido a un evento organizado por el movimiento Mar,1,1
¿Usted ha asistido a algún evento público organizado por el movimiento Marcha Pa,1,1
¿Ha escuchado a personas de su barrio hablar sobre el movimiento Marcha Patrióti,1,1
Le voy a entregar una tarjeta donde se mencionan varios productos, y quisiera que me señale cuántos de éstos usted consume o toma. Por favor, no me diga cuáles son los productos que consume o toma, sino solamente CUÁNTOS de estos. Dígame el número. - Alcohol - Café - Marihuana - Tabaco - Cartílago de tiburón,1,1
Le voy a entregar una tarjeta donde se mencionan varios productos, y quisiera que me señale cuántos de éstos usted consume o toma. Por favor, no me diga cuáles son los productos que consume o toma, sino solamente CUÁNTOS de estos. Dígame el número. - Alcohol - Café - Tabaco - Cartílago de tiburón,1,1
¿Con qué firmeza aprueba o desaprueba que el gobierno colombiano entregue dinero a los congresistas para que realicen obras en su departamento?,1,1
¿Con qué firmeza aprueba o desaprueba que el gobierno colombiano entregue “mermelada” a los congresistas para que realicen obras en su departamento?,1,1
¿Hasta qué punto diría que el gobierno actual resuelve el conflicto armado?,1,1
¿hasta qué punto diría que el gobierno actual sanea las finanzas estatales? ,1,1
¿Hasta qué punto diría usted que el Gobierno actual combate la reorganización de los grupos paramilitares?,1,1
¿Hasta qué punto diría que el gobierno actual está manejando bien las relaciones con los países vecinos?,1,1
En su opinión, ¿quién es el principal responsable de las mejoras en su municipio,1,1
Hoy en día cuando se habla de política, mucha gente habla de los aliados y los opositores del Presidente. En esta tarjeta tenemos una escala, en la que el 1 significa total opositor y el 10 significa total aliado. Según el sentido que tengan para usted los términos "total opositor" y "total aliado" y usando esta escala dígame ¿donde se ubicaría el alcalde de su municipio con relación al presidente Santos?,1,1
¿Usted recibe prestaciones sociales tales como servicio de salud y ahorro para su pensión?,1,1
¿A qué se dedica usted principalmente? ¿Está usted actualmente:,1,1
